ambiguity_risk,default_semantics,enum_domain,field_name,field_path,fingerprint_participation,historical_availability,historical_version,institutional_decision_participation,model,nullable,point_in_time_source,policy_dependency,producer,required,serialization_format,source_file,source_sha256,trade_plan_participation,type
LOW,NO_DEFAULT,,target_3,recommendation.trade_strategies.target_3,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,target_3_hit_rate,recommendation.trade_strategies.edge_stats.target_3_hit_rate,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
LOW,NO_DEFAULT,,trade_setup,recommendation.trade_setup,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationReport,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'alpha.recommendation_intelligence.models.TradeSetupAssessment'>
LOW,NO_DEFAULT,,trend_invalidation_reference,recommendation.trade_strategies.trend_invalidation_reference,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,true,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,str | None
LOW,NO_DEFAULT,,trigger_text,recommendation.trade_strategies.trigger_text,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
LOW,NO_DEFAULT,ACCUMULATE|AVOID|BUY|HOLD|REDUCE|SELL,action,recommendation.action,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,RecommendationReport,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<enum 'RecommendationAction'>
LOW,NO_DEFAULT,AGGRESSIVE_ACCUMULATION|MOMENTUM_BREAKOUT|NO_TRADE|PULLBACK_ENTRY|RETEST_HOLD,strategy_type,recommendation.trade_strategies.strategy_type,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<enum 'TradeStrategyType'>
LOW,NO_DEFAULT,ATR_BAND|BREAKOUT_LEVEL|FIBONACCI_RETRACEMENT|MOVING_AVERAGE_20|MOVING_AVERAGE_50|PRIOR_RESISTANCE|RECENT_CLOSE|SUPPORT|SWING_LOW|UNKNOWN|VOLUME_DEMAND_ZONE,basis_type,recommendation.trade_strategies.entry_zone_basis.basis_type,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,EntryZoneBasis,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<enum 'EntryZoneBasisType'>
LOW,NO_DEFAULT,AVOID|BUY_NOW|HOLD_EXISTING|WAIT_FOR_CONFIRMATION|WAIT_FOR_DEEP_PULLBACK|WAIT_FOR_PULLBACK|WAIT_FOR_RETEST,action,recommendation.trade_strategies.action,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,TradeStrategyPlaybook,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<enum 'TradeStrategyAction'>
LOW,NO_DEFAULT,AVOID|BUY|HOLD|SELL|STRONG_BUY|WATCHLIST,decision,recommendation.decision,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationReport,false,recommendation producer input,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<enum 'RecommendationDecision'>
LOW,NO_DEFAULT,EXCELLENT|FAIR|GOOD|NOT_SUITABLE|SPECULATIVE,quality,recommendation.trade_strategies.strategy_rank.quality,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyRank,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<enum 'StrategyQuality'>
LOW,NO_DEFAULT,HIGH|INSUFFICIENT_DATA|LOW|MEDIUM,confidence,recommendation.trade_strategies.edge_stats.confidence,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,StrategyEdgeStats,false,recommendation producer input,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<enum 'EdgeConfidence'>
MEDIUM,DECLARED_MODEL_DEFAULT,,average_gain,recommendation.evidence_assessment.historical_expectancy.average_gain,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,HistoricalExpectancy,true,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,false,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
MEDIUM,DECLARED_MODEL_DEFAULT,,average_hold_period_days,recommendation.evidence_assessment.historical_expectancy.average_hold_period_days,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,HistoricalExpectancy,true,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,false,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
MEDIUM,DECLARED_MODEL_DEFAULT,,average_loss,recommendation.evidence_assessment.historical_expectancy.average_loss,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,HistoricalExpectancy,true,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,false,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
MEDIUM,DECLARED_MODEL_DEFAULT,,evidence_points,recommendation.score_breakdown.evidence_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationScoreBreakdown,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,false,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
MEDIUM,DECLARED_MODEL_DEFAULT,,expected_value,recommendation.evidence_assessment.historical_expectancy.expected_value,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,HistoricalExpectancy,true,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,false,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
MEDIUM,DECLARED_MODEL_DEFAULT,,override_reasons,recommendation.evidence_assessment.price_volume.override_reasons,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,PriceVolumeAssessment,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,false,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,"tuple[str, ...]"
MEDIUM,DECLARED_MODEL_DEFAULT,,win_rate,recommendation.evidence_assessment.historical_expectancy.win_rate,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,HistoricalExpectancy,true,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,false,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,accumulation_score,recommendation.evidence_assessment.price_volume.volume_evidence.accumulation_score,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,VolumeEvidence,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
MEDIUM,NO_DEFAULT,,aggressive_entry,recommendation.trade_plan.aggressive_entry,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,atr_trail,recommendation.trade_plan.atr_trail,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,false,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,<class 'str'>
MEDIUM,NO_DEFAULT,,atr_value,recommendation.trade_plan.atr_value,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,breakout_state,recommendation.evidence_assessment.price_volume.price_evidence.breakout_state,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,PriceEvidence,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
MEDIUM,NO_DEFAULT,,breakout_volume_confirmation,recommendation.evidence_assessment.price_volume.volume_evidence.breakout_volume_confirmation,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,VolumeEvidence,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
MEDIUM,NO_DEFAULT,,candle_confirmation,recommendation.trade_plan.candle_confirmation,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,false,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,<class 'str'>
MEDIUM,NO_DEFAULT,,candle_entry_trigger,recommendation.trade_plan.candle_entry_trigger,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,candle_explanation,recommendation.trade_plan.candle_explanation,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,false,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,<class 'str'>
MEDIUM,NO_DEFAULT,,candle_invalidation_level,recommendation.trade_plan.candle_invalidation_level,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,candle_pattern,recommendation.evidence_assessment.candle_pattern,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,EvidenceAssessment,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'alpha.recommendation_intelligence.models.CandlePatternAssessment'>
MEDIUM,NO_DEFAULT,,candle_pattern,recommendation.trade_plan.candle_pattern,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,false,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,<class 'str'>
MEDIUM,NO_DEFAULT,,candle_score,recommendation.trade_plan.candle_score,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,false,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,<class 'decimal.Decimal'>
MEDIUM,NO_DEFAULT,,candle_stop_level,recommendation.trade_plan.candle_stop_level,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,candle_weight,recommendation.trade_plan.candle_weight,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,false,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,<class 'decimal.Decimal'>
MEDIUM,NO_DEFAULT,,classification,recommendation.evidence_assessment.setup_quality.classification,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,SetupQualityAssessment,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
MEDIUM,NO_DEFAULT,,close_strength,recommendation.evidence_assessment.price_volume.price_evidence.close_strength,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,PriceEvidence,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
MEDIUM,NO_DEFAULT,,confidence,recommendation.trade_plan.confidence,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,false,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,<class 'str'>
MEDIUM,NO_DEFAULT,,confidence_score,recommendation.evidence_assessment.confidence_score,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,EvidenceAssessment,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
MEDIUM,NO_DEFAULT,,confirmation,recommendation.evidence_assessment.candle_pattern.confirmation,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,CandlePatternAssessment,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
MEDIUM,NO_DEFAULT,,confirmation_entry,recommendation.trade_plan.confirmation_entry,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,conflict_penalty_points,recommendation.evidence_assessment.conflict_penalty_points,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,EvidenceAssessment,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
MEDIUM,NO_DEFAULT,,distribution_score,recommendation.evidence_assessment.price_volume.volume_evidence.distribution_score,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,VolumeEvidence,false,point-in-time technical evidence,RECOMMENDATION_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'decimal.Decimal'>
MEDIUM,NO_DEFAULT,,dma_200,recommendation.trade_plan.dma_200,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,dma_20_invalidation,recommendation.trade_plan.dma_20_invalidation,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,dma_50,recommendation.trade_plan.dma_50,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,entry_price,recommendation.trade_plan.entry_price,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,entry_trigger,recommendation.evidence_assessment.candle_pattern.entry_trigger,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,CandlePatternAssessment,true,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,entry_zone_high,recommendation.trade_plan.entry_zone_high,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,entry_zone_low,recommendation.trade_plan.entry_zone_low,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,true,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,decimal.Decimal | None
MEDIUM,NO_DEFAULT,,evidence_assessment,recommendation.evidence_assessment,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,RecommendationReport,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'alpha.recommendation_intelligence.models.EvidenceAssessment'>
MEDIUM,NO_DEFAULT,,expected_holding_period,recommendation.trade_plan.expected_holding_period,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,true,RecommendationTradePlan,false,"point-in-time price, volatility and setup state",ENTRY_AND_TRADE_PLAN_POLICY,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,true,<class 'str'>
MEDIUM,NO_DEFAULT,,explanation,recommendation.evidence_assessment.candle_pattern.explanation,true,RECONSTRUCTABLE_FOR_DSI002_ONLY,CURRENT_MODEL_BOUND_TO_DSI002_SOURCE,false,CandlePatternAssessment,false,point-in-time technical evidence,PRODUCER_CONTRACT,RecommendationEngine._build_one,true,CANONICAL_JSON_V1,alpha/recommendation_intelligence/models.py,262f6d805c9342bce2d1d9330ac5c1995bfdae77b51eb6f972c47ac4b22f93e3,false,<class 'str'>
